timestamp,serial,architecture,suite,reproducible,sha256,build_time_seconds
"2025-12-04T01:57:28Z","20251117","arm64","trixie",true,"e905b179371797a9f53bd4f2bd7b71c79b8c3e06cdb2753dcccc9eeeea035a31",0
"2025-12-04T01:57:28Z","20251117","amd64","bookworm",true,"b4e775100bb5246f91a0ba1990ca925195f111dc41c9f59a851ae3fbb027ce67",0
"2025-12-04T01:57:28Z","20251117","amd64","trixie",true,"c6a88783d2b5f3e620557da968b19430e3112d8aaa091000e7fb62ca2fddd921",0
"2025-12-04T01:57:28Z","20251117","armhf","bookworm",true,"e72ce4ad036b1d296bada4dafd46cec9f8e1f9244d70546e6a4f9bf9688e6263",0
"2025-12-04T01:57:28Z","20251117","armhf","trixie",true,"733945f5698343eedd44c61fddd1a791f7ee596c061c1efdf6773fc907a078d8",0
"2025-12-04T03:05:38Z","20251117","ppc64el","bookworm",true,"0b512e9e4329fd88b548dca0b0857635a4a25da08339cd081c2ac611506364cf",564
"2025-12-04T03:05:38Z","20251117","ppc64el","trixie",true,"98c40020fb8921b1a4003b0b7ec0bc92fb74ca55b7d3f1e373d9f61b2f143896",528
"2025-12-04T03:05:38Z","20251117","i386","bookworm",true,"7ebe3dac952a999b9ea08f7d77b02155dc720db3364163046b0b406b02980e73",148
"2025-12-04T03:05:38Z","20251117","i386","trixie",true,"1149e6ce53c9dd6d371ec14c14eeaaac4371e6d7df54d8a06fc3aedbd6ab31c8",128
"2025-12-04T03:05:38Z","20251117","arm64","bookworm",true,"af9249629e2f8c0fa776f588f268d8e1c039805fb68f6fbfb202fbc12aadeb48",42
"2025-12-04T03:05:38Z","20251117","arm64","trixie",true,"e905b179371797a9f53bd4f2bd7b71c79b8c3e06cdb2753dcccc9eeeea035a31",41
"2025-12-04T03:05:38Z","20251117","amd64","bookworm",true,"b4e775100bb5246f91a0ba1990ca925195f111dc41c9f59a851ae3fbb027ce67",71
"2025-12-04T03:05:38Z","20251117","amd64","trixie",true,"c6a88783d2b5f3e620557da968b19430e3112d8aaa091000e7fb62ca2fddd921",62
"2025-12-04T03:05:38Z","20251117","armhf","bookworm",true,"e72ce4ad036b1d296bada4dafd46cec9f8e1f9244d70546e6a4f9bf9688e6263",43
"2025-12-04T03:05:38Z","20251117","armhf","trixie",true,"733945f5698343eedd44c61fddd1a791f7ee596c061c1efdf6773fc907a078d8",43
"2025-12-07T00:47:02Z","20251117","arm64","bookworm",true,"af9249629e2f8c0fa776f588f268d8e1c039805fb68f6fbfb202fbc12aadeb48",165
"2025-12-07T00:47:02Z","20251117","arm64","trixie",true,"e905b179371797a9f53bd4f2bd7b71c79b8c3e06cdb2753dcccc9eeeea035a31",148
"2025-12-07T00:47:02Z","20251117","amd64","bookworm",true,"b4e775100bb5246f91a0ba1990ca925195f111dc41c9f59a851ae3fbb027ce67",82
"2025-12-07T00:47:02Z","20251117","amd64","trixie",true,"c6a88783d2b5f3e620557da968b19430e3112d8aaa091000e7fb62ca2fddd921",74
"2025-12-14T00:46:45Z","20251208","arm64","bookworm",true,"7e2b5f4a5a190d23ebcd80ccc0c1909544f6ea11ea6ee3e5abbb3427ae67a3d0",136
"2025-12-14T00:46:45Z","20251208","arm64","trixie",true,"fd195417cffbcb63a71383f9506eadf63a2b9b4e33b230e9a24bcb8557bdb847",129
"2025-12-14T00:46:45Z","20251208","amd64","bookworm",true,"8ce401a7bbf151f40213af960184bfd9fd72d42f3bef7a308a7c2d61846e85da",93
"2025-12-14T00:46:45Z","20251208","amd64","trixie",true,"fbbffb2c6363f40e12ea8fd515d1b3b632ec5cf2963c204bce418b3a700221bd",92
"2025-12-21T00:48:23Z","20251208","arm64","bookworm",true,"7e2b5f4a5a190d23ebcd80ccc0c1909544f6ea11ea6ee3e5abbb3427ae67a3d0",121
"2025-12-21T00:48:23Z","20251208","arm64","trixie",true,"fd195417cffbcb63a71383f9506eadf63a2b9b4e33b230e9a24bcb8557bdb847",129
"2025-12-21T00:48:23Z","20251208","amd64","bookworm",true,"8ce401a7bbf151f40213af960184bfd9fd72d42f3bef7a308a7c2d61846e85da",163
"2025-12-21T00:48:23Z","20251208","amd64","trixie",true,"fbbffb2c6363f40e12ea8fd515d1b3b632ec5cf2963c204bce418b3a700221bd",143
"2025-12-28T00:47:32Z","20251208","arm64","bookworm",true,"7e2b5f4a5a190d23ebcd80ccc0c1909544f6ea11ea6ee3e5abbb3427ae67a3d0",120
"2025-12-28T00:47:32Z","20251208","arm64","trixie",true,"fd195417cffbcb63a71383f9506eadf63a2b9b4e33b230e9a24bcb8557bdb847",117
"2025-12-28T00:47:32Z","20251208","amd64","bookworm",true,"8ce401a7bbf151f40213af960184bfd9fd72d42f3bef7a308a7c2d61846e85da",89
"2025-12-28T00:47:32Z","20251208","amd64","trixie",true,"fbbffb2c6363f40e12ea8fd515d1b3b632ec5cf2963c204bce418b3a700221bd",97
"2026-01-04T00:47:46Z","20251229","arm64","bookworm",true,"6a54d94b371a7e12eb710210b87b63c19fde7c4300dfa9a580750b43d18480bc",142
"2026-01-04T00:47:46Z","20251229","arm64","trixie",true,"6280203b4472adb6337450fd25674683fccb5421acba9856205db95b7ca37212",150
"2026-01-04T00:47:46Z","20251229","amd64","bookworm",true,"504fb5a243d10a043d24ef0f35679ccfcc786d98bb3f7de9aa30a9d22d55a2fc",102
"2026-01-04T00:47:46Z","20251229","amd64","trixie",true,"a4d68e63e6da42f841ddebc90f41ac0ed1577e83bfd3e9be4b636f4ef81a4d47",86
"2026-01-11T00:46:38Z","20251229","arm64","bookworm",true,"6a54d94b371a7e12eb710210b87b63c19fde7c4300dfa9a580750b43d18480bc",137
"2026-01-11T00:46:38Z","20251229","arm64","trixie",true,"6280203b4472adb6337450fd25674683fccb5421acba9856205db95b7ca37212",141
"2026-01-11T00:46:38Z","20251229","amd64","bookworm",true,"504fb5a243d10a043d24ef0f35679ccfcc786d98bb3f7de9aa30a9d22d55a2fc",110
"2026-01-11T00:46:38Z","20251229","amd64","trixie",true,"a4d68e63e6da42f841ddebc90f41ac0ed1577e83bfd3e9be4b636f4ef81a4d47",89
